Person,Country,Age,ID_Organisation,ID_Catalog
Zachary Gallagher,UK,57,250,159
Tina Hunt,Japan,44,328,274
Nina Williams,Denmark,80,96,272
Tina Thompson,Canada,81,230,18
Ethan Anderson,Finland,67,159,409
Wendy Jackson,India,31,346,432
Alice Moore,Austria,23,245,16
Bob King,Denmark,21,282,294
Nina Thompson,Israel,49,117,330
Kevin Wright,India,51,187,488
Ursula Moore,Japan,68,359,345
Diana White,South Africa,42,126,200
Bob Martin,Russia,18,385,357
Victor Davis,Brazil,36,110,36
Fiona Costanza,UK,45,456,205
Paula Gallagher,South Africa,80,145,226
Helen Brown,Russia,68,305,22
George Jackson,UK,42,371,383
Ian Hunt,France,67,75,260
Xavier Lee,Ukraine,83,382,5
Ian Hunt,South Korea,58,417,499
Diana Walker,Japan,71,270,369
Rachel Young,India,36,38,417
Charlie Thomas,Brazil,64,254,282
Laura Clark,Arizona,45,100,499
Zachary Young,Mexico,65,194,480
Paula Martin,Austria,83,66,316
George Brown,UK,78,107,242
Bob Keller,Namibia,73,408,253
Julia Martin,South Africa,45,260,340
Kevin Williams,Argentina,82,437,86
Laura Hall,Arizona,19,145,137
Xavier King,Ukraine,60,130,84
Rachel Keller,Finland,81,277,487
Paula Walker,Mexico,38,50,25
Steve Anderson,India,85,23,179
Yvonne Thomas,Puerto Rico,49,382,262
Steve Clark,India,16,450,62
Quentin King,South Africa,22,467,275
Bob King,Puerto Rico,63,405,366
Helen Lewis,India,62,393,193
Oscar King,South Africa,17,490,15
Yvonne Allen,Mexico,39,246,21
Steve Clark,Brazil,68,385,500
Kevin Thomas,Argentina,54,324,101
Victor King,Sweden,81,331,5
Xavier White,Sweden,68,119,129
Oscar Wright,Russia,65,254,258
Alice Anderson,Arizona,23,177,323
Victor Wright,Israel,48,179,404
Ethan Lewis,Spain,63,264,96
Ian Lewis,China,52,280,4
Rachel Thompson,Mexico,57,293,89
Diana Walker,Namibia,41,51,397
Wendy Brown,Norway,82,456,247
Mike King,Argentina,67,414,308
Xavier Anderson,Denmark,24,282,478
Ian Davis,Denmark,57,376,256
Charlie Anderson,China,79,461,283
Victor Thompson,Israel,31,16,168
Mike Martin,Switzerland,32,211,464
Fiona Anderson,South Africa,43,478,474
Alice Gallagher,Ukraine,79,278,378
Nina Jackson,India,58,247,283
Mike Martin,Austria,74,462,110
Nina King,UK,44,472,75
Diana Prince,Spain,51,165,288
Nina Davis,Norway,51,248,313
Steve Clark,Israel,49,353,364
Diana Rodriguez,Norway,24,307,305
Nina Clark,Sweden,36,247,380
Nina Hunt,Germany,81,74,469
Helen Moore,Italy,19,192,304
Nina Williams,Spain,41,116,354
Tina Clark,UK,51,229,363
Helen Hunt,India,39,66,140
George Allen,India,56,492,277
Xavier Allen,China,29,219,69
Laura Lewis,Denmark,73,482,34
Quentin White,Japan,31,138,343
Oscar Thompson,Puerto Rico,31,197,104
Diana Allen,Poland,41,269,26
Tina Wright,Austria,34,334,377
Oscar Clark,Austria,30,48,266
Xavier Lewis,Japan,37,286,119
Victor Allen,South Africa,50,19,429
Ethan Martin,France,81,455,463
Helen Jackson,Puerto Rico,52,325,328
George White,Israel,23,436,475
Yvonne Clark,Poland,53,82,434
Bob Thomas,Finland,48,473,316
Fiona Clark,India,65,475,240
Victor Jackson,South Africa,73,162,117
Yvonne Clark,Belgium,68,287,265
Charlie Thomas,Ukraine,43,387,303
Ethan Hall,Israel,27,442,408
George Young,Switzerland,78,105,97
Zachary Gallagher,Austria,54,430,27
Quentin Prince,Israel,55,147,288
Steve Brown,Australia,19,267,152
Ethan Wright,Puerto Rico,45,183,313
Steve Prince,Canada,27,162,244
Victor Clark,South Africa,48,361,142
Wendy Clark,Spain,71,41,413
Fiona Williams,Poland,34,346,454
Quentin Thompson,UK,20,62,295
Alice Harris,Spain,52,219,386
Laura Hunt,Japan,32,447,78
Laura Harris,Australia,48,149,113
Oscar Martin,Australia,35,371,470
Alice Martin,Belgium,60,134,188
Nina Walker,Belgium,79,28,473
George Thompson,Germany,72,25,35
Alice Lewis,Finland,62,248,398
Laura Keller,Namibia,83,488,372
Ethan Jackson,Arizona,48,353,106
Oscar Davis,China,76,332,395
Charlie Hall,Norway,67,317,55
Wendy Davis,China,85,42,257
Rachel Moore,Ukraine,80,390,46
Laura Rodriguez,Italy,83,323,463
Nina Hunt,Brazil,42,239,266
Ian Brown,Namibia,75,35,295
Laura Moore,Russia,60,440,206
Fiona King,China,17,488,26
Bob Anderson,India,24,404,293
Yvonne Thomas,France,71,336,169
Nina Clark,Ukraine,20,415,29
George Thompson,USA,85,478,214
Charlie Thomas,South Africa,42,302,43
Alice Hunt,Puerto Rico,53,89,112
Paula Wright,Namibia,40,229,333
Nina Hunt,Brazil,30,371,445
Ian Moore,USA,27,498,75
Mike Hall,UK,63,453,209
Wendy Allen,Spain,32,207,199
Steve Gallagher,India,65,69,27
Diana Keller,South Korea,34,445,53
Ian Allen,Namibia,79,224,118
Bob Hunt,Namibia,66,68,258
Diana Davis,UK,41,62,302
Mike Allen,Argentina,85,169,99
Laura Lewis,Japan,40,379,179
Quentin Gallagher,South Africa,47,255,466
Xavier Thomas,Arizona,83,471,268
Wendy Clark,Australia,54,170,351
Tina Prince,Argentina,79,274,58
Xavier Costanza,Sweden,31,404,252
Ethan Costanza,Canada,82,81,330
Yvonne Keller,Netherlands,74,164,157
Charlie King,Sweden,83,242,26
Laura Jackson,South Korea,52,14,409
Kevin Allen,Israel,78,166,181
George Gallagher,South Korea,30,472,104
Nina Lee,France,77,18,408
Fiona Young,Israel,31,143,346
Diana Williams,China,28,242,419
Rachel Thompson,Namibia,69,254,385
Laura Young,Sweden,64,469,6
Bob Anderson,Poland,54,176,256
Tina Thomas,Canada,79,442,190
Helen Thompson,Sweden,74,107,86
Mike Allen,Norway,41,231,76
Ian Thomas,South Africa,76,371,487
Diana Gallagher,Spain,64,465,303
Kevin Davis,South Korea,46,214,306
Fiona Brown,Germany,28,398,74
Laura Allen,Namibia,63,121,443
Julia Young,Germany,33,308,249
Bob Clark,Norway,46,260,402
Wendy Lee,China,18,481,223
Victor Anderson,France,25,106,442
Paula Anderson,Austria,79,286,415
Ethan Martin,India,78,195,312
Ethan Anderson,Austria,24,4,170
Xavier Lewis,Brazil,30,280,465
Bob Thomas,Israel,78,312,146
Bob Jackson,France,57,402,53
Kevin Lewis,South Africa,17,210,390
Alice Keller,Ukraine,69,325,402
Fiona Thompson,USA,65,39,10
Victor White,France,23,395,307
Diana Moore,China,62,126,226
Ethan Rodriguez,China,75,248,383
Ian Williams,Argentina,55,243,296
Oscar White,Sweden,25,402,349
Xavier Prince,Finland,53,166,484
Xavier Davis,Belgium,54,110,382
Helen Allen,Argentina,32,267,274
Helen Harris,Puerto Rico,16,21,304
Oscar Anderson,China,69,283,402
Ethan King,India,61,251,475
Diana Lewis,Puerto Rico,39,325,397
Victor Costanza,Germany,72,175,356
Laura Moore,Belgium,28,195,163
Rachel Anderson,China,41,428,4
Alice Young,Sweden,36,85,12
Nina Thomas,Austria,38,12,216
Ursula Martin,India,38,316,499
Quentin Keller,Belgium,26,304,322
Julia Allen,Russia,19,93,439
Quentin Allen,Netherlands,67,104,370
Yvonne Clark,USA,38,224,160
Yvonne Lee,Australia,22,119,39
Laura Prince,Spain,37,381,221
Kevin Walker,Argentina,26,359,402
Oscar Thompson,Netherlands,39,177,240
Quentin Costanza,South Africa,45,213,272
Diana Hunt,India,18,167,354
Helen Hunt,Poland,33,218,25
Alice Davis,Russia,85,328,55
Fiona Keller,UK,77,109,269
Quentin Rodriguez,Germany,25,323,73
Fiona Davis,Canada,49,321,102
Xavier King,Belgium,60,484,66
Diana Brown,Japan,20,227,411
Ursula Anderson,Ukraine,38,465,443
Alice Young,Norway,22,18,302
Steve Davis,Japan,75,60,165
Quentin Williams,Namibia,63,322,64
Charlie Allen,Japan,57,12,341
Wendy Thomas,China,37,424,83
Xavier Jackson,Germany,25,59,500
Fiona Clark,Puerto Rico,58,31,267
Fiona Harris,Puerto Rico,21,100,290
Alice Lewis,India,47,286,5
Oscar Lee,China,52,310,489
Helen Moore,China,27,17,142
Laura Prince,Israel,31,131,196
Wendy Rodriguez,Namibia,31,404,254
Kevin King,Belgium,24,22,290
Laura Rodriguez,India,53,277,371
Helen Jackson,Japan,36,240,172
Helen Martin,Netherlands,54,473,445
Paula Lee,Germany,61,94,392
Helen Hall,Switzerland,55,244,173
Bob Wright,Japan,77,282,99
Laura Young,Belgium,40,471,332
Mike Anderson,France,63,271,482
Kevin Clark,Japan,28,280,191
Laura Thompson,China,26,242,12
Oscar Thompson,Finland,76,219,460
Nina Hunt,Puerto Rico,25,30,436
Zachary Allen,Denmark,29,485,18
Julia Gallagher,France,47,11,243
George Allen,Norway,45,288,200
Quentin Hunt,Namibia,24,165,319
Oscar Rodriguez,UK,17,370,240
Ursula Rodriguez,Denmark,30,471,453
Nina Lee,USA,23,421,267
Kevin Keller,Mexico,75,168,162
Alice Young,Arizona,54,495,269
Diana Anderson,Israel,55,122,391
Steve Anderson,South Africa,68,382,309
Fiona Harris,Austria,38,213,395
George Lee,Norway,28,300,494
Wendy Clark,China,45,274,451
Helen Costanza,South Africa,54,487,41
Kevin Jackson,Netherlands,36,237,237
Paula Hall,Puerto Rico,27,98,190
Rachel Lee,Belgium,31,470,415
Mike Williams,Germany,26,105,54
Diana Keller,India,80,228,35
Zachary Rodriguez,China,75,341,363
Quentin Walker,Spain,46,30,295
Alice King,Arizona,76,73,420
Kevin Rodriguez,Israel,22,418,406
Alice Lee,USA,69,484,96
Ursula Jackson,UK,50,210,361
Mike Hall,Austria,16,172,453
Bob Martin,Argentina,19,480,412
Fiona White,Finland,36,442,259
Quentin King,Puerto Rico,41,236,327
Rachel Anderson,UK,72,338,6
Ian Prince,UK,38,138,421
Diana Martin,China,79,230,70
George Moore,Arizona,45,17,291
Bob Jackson,India,40,390,29
Diana Hall,Spain,58,64,435
Quentin Martin,South Korea,73,11,133
Quentin White,Poland,21,88,105
Charlie Keller,Arizona,53,364,139
Paula Prince,Norway,64,184,27
George Moore,China,57,495,378
Wendy Williams,USA,77,132,285
Quentin Keller,Namibia,35,224,276
Ethan Brown,Russia,34,18,74
Wendy Wright,China,56,414,74
Mike Gallagher,Germany,77,338,473
Victor King,South Africa,76,294,187
Wendy Wright,India,56,348,237
Diana Young,Namibia,71,454,308
Zachary Thompson,Australia,63,9,414
Bob Martin,Puerto Rico,47,217,176
Zachary Clark,Arizona,49,302,357
Ethan Hall,Sweden,31,324,178
Diana Prince,USA,26,413,253
Quentin Costanza,Russia,45,169,434
Oscar Davis,Germany,41,355,395
Nina Martin,Italy,77,210,185
Quentin Clark,Russia,83,401,262
Zachary Keller,Puerto Rico,64,12,216
Charlie Walker,Arizona,25,68,488
Laura Jackson,Germany,73,177,277
Ian Lewis,Switzerland,30,412,344
Paula Rodriguez,Spain,69,137,487
Alice Wright,Switzerland,50,477,339
Ian Thomas,Sweden,51,32,94
Quentin Clark,Ukraine,56,304,305
Charlie Brown,Namibia,74,232,56
Paula Jackson,South Africa,64,373,350
Helen Jackson,India,16,432,100
Xavier Clark,Japan,84,218,390
Quentin Costanza,Spain,23,5,240
Xavier Costanza,Austria,58,455,149
Helen Thompson,USA,29,63,68
Mike Wright,Netherlands,83,312,236
Ursula Hunt,Canada,49,293,472
Oscar Martin,Russia,44,159,418
Rachel Moore,China,64,23,50
Helen Prince,UK,84,473,220
Ethan Anderson,Finland,41,41,471
Diana Jackson,India,29,280,484
Ethan King,Denmark,58,69,93
Oscar Prince,USA,67,272,134
Nina Martin,South Africa,61,440,214
Laura Rodriguez,Mexico,20,146,95
Ursula Allen,Russia,23,111,423
Oscar Anderson,Arizona,40,218,154
Laura Martin,India,25,82,422
Charlie Allen,Spain,54,312,283
Xavier Thompson,South Africa,54,39,165
Laura Moore,Canada,31,348,127
Charlie Allen,Russia,47,299,194
Quentin Keller,Germany,37,404,410
Quentin Gallagher,Arizona,71,249,372
Fiona Gallagher,UK,79,415,489
Charlie King,Japan,43,485,188
Bob Walker,India,40,209,212
Quentin King,South Korea,52,310,73
Paula Rodriguez,Sweden,70,244,247
Ian Thomas,India,40,87,491
Julia Jackson,Arizona,30,487,476
Steve Jackson,Finland,50,290,390
Nina Rodriguez,Mexico,76,81,234
Victor Harris,France,49,36,471
Xavier Gallagher,Russia,77,256,57
Paula Davis,Denmark,52,140,159
Fiona Walker,Switzerland,64,110,482
Fiona Anderson,India,21,463,6
Julia Gallagher,Finland,57,482,497
Xavier Allen,South Africa,76,487,60
Fiona Brown,France,72,119,493
Charlie Harris,France,84,23,195
Zachary Rodriguez,Netherlands,50,73,126
Tina Walker,China,72,201,356
Paula Jackson,Switzerland,32,482,320
Steve Lewis,India,28,283,246
Wendy Jackson,Germany,62,258,272
Julia Prince,Israel,81,94,142
Nina Thomas,Italy,24,445,271
Quentin Williams,India,50,206,232
Alice Allen,UK,70,55,385
Nina Lee,Sweden,85,407,136
Paula Keller,Namibia,25,16,390
Wendy Harris,Brazil,79,435,3
Victor Thompson,Spain,25,288,191
Alice Rodriguez,Canada,33,202,34
Mike Keller,Israel,21,176,145
Mike Thomas,Namibia,57,315,11
Yvonne Prince,China,60,499,88
Julia Brown,USA,25,233,188
Laura Williams,South Korea,46,167,231
Rachel Prince,South Korea,27,78,491
Paula Moore,UK,25,430,407
Xavier White,Brazil,40,492,450
Quentin Moore,Canada,84,123,431
Steve Gallagher,Italy,35,422,124
Quentin Hall,Italy,26,336,284
Paula Anderson,France,23,401,254
Ian Keller,Australia,65,85,275
Xavier Walker,Mexico,43,86,492
Helen Hall,India,65,22,491
Xavier Walker,Sweden,56,194,243
Ethan Lewis,South Africa,51,464,75
Julia Moore,Netherlands,33,81,463
Nina Thomas,China,35,257,443
Helen Walker,Brazil,44,157,383
Helen Gallagher,Denmark,21,396,454
Victor Hall,Sweden,39,70,77
Victor Thompson,Ukraine,64,52,256
Ursula White,Argentina,43,157,350
Ian Hall,Japan,74,113,13
Tina Wright,Namibia,26,375,406
Quentin King,Russia,34,148,375
Victor Hunt,South Africa,30,416,436
Fiona Lee,South Africa,44,183,416
Tina Moore,Finland,36,71,263
Wendy Clark,India,35,16,390
Tina Keller,India,49,317,281
Alice Williams,Netherlands,45,209,227
Oscar Rodriguez,Finland,26,142,481
Laura Jackson,South Africa,55,146,140
Xavier Thomas,Australia,75,472,114
Paula Hunt,South Africa,40,84,406
Helen Costanza,Mexico,84,110,104
Paula Hall,Norway,63,354,230
Ursula Walker,India,79,278,175
Charlie Keller,Switzerland,25,55,443
Mike Jackson,Sweden,30,75,441
Nina Anderson,Norway,64,356,381
Tina Harris,Arizona,61,430,227
Alice White,China,29,421,445
Paula Davis,Finland,27,334,277
Helen Keller,India,45,188,203
Fiona King,Finland,59,9,63
George Jackson,Israel,30,390,397
Alice Allen,Brazil,49,43,40
Helen Thompson,Switzerland,33,13,479
Victor Walker,Canada,32,17,43
Oscar Keller,Netherlands,32,323,221
Yvonne Brown,Austria,84,202,323
Rachel Allen,Belgium,69,118,1
Yvonne Moore,UK,68,414,146
Rachel Rodriguez,Belgium,45,473,305
Xavier Lee,Namibia,73,161,489
Nina Rodriguez,China,37,320,292
Yvonne Jackson,Russia,27,497,10
Ethan Lee,Argentina,55,298,333
George Clark,Switzerland,56,8,418
Steve Keller,Australia,72,189,98
Ethan Lee,Denmark,53,435,257
Xavier Harris,Switzerland,32,29,357
Charlie Keller,USA,66,429,166
Yvonne Costanza,Switzerland,37,122,308
Wendy Harris,Japan,28,339,286
Mike Harris,Israel,30,38,174
Charlie Young,Denmark,53,425,360
Yvonne Hall,Mexico,68,409,171
Tina Hunt,Switzerland,69,398,192
Tina Moore,Australia,71,300,10
Alice Clark,USA,16,145,234
Bob Costanza,Netherlands,36,214,21
Xavier Williams,Argentina,80,396,441
Rachel Thomas,Switzerland,26,104,356
Ian Lee,Puerto Rico,47,61,452
Bob White,Sweden,82,271,331
Victor Lee,India,28,391,83
Tina Allen,USA,55,448,450
Xavier Anderson,Spain,80,450,427
Ethan Keller,Belgium,31,221,18
Yvonne Davis,UK,78,76,383
Rachel Lee,Sweden,84,88,36
Ethan Young,China,21,50,496
Laura King,China,16,469,213
Alice Young,India,81,155,289
Paula Hall,UK,52,481,346
Ursula Hunt,France,72,345,439
Oscar Hall,Austria,70,344,422
Helen Prince,France,22,309,489
Julia Jackson,Switzerland,25,306,373
Zachary Allen,South Africa,33,69,469
George Harris,Poland,46,85,243
Charlie Anderson,China,38,330,348
Laura Williams,China,64,416,79
George Keller,Canada,74,466,495
Laura Brown,South Africa,55,419,452
Ian Clark,India,26,254,479
Yvonne Wright,South Korea,43,213,5
Zachary Davis,Austria,26,224,366
Quentin Moore,Denmark,44,377,16
Paula Costanza,Puerto Rico,36,78,431
Victor Jackson,China,63,280,134
Quentin Keller,Austria,42,308,61
Oscar Brown,China,43,404,263
Tina Rodriguez,China,16,74,292
Kevin Thompson,Argentina,32,89,345
George Keller,Ukraine,83,220,70
George Anderson,Australia,32,117,423
Julia King,Canada,34,214,155
Charlie Williams,Italy,49,326,141
Zachary Hunt,Switzerland,16,186,196
Mike Wright,Ukraine,72,232,216
Bob Young,Austria,29,324,327
Ethan White,Italy,78,133,122
Julia Gallagher,Italy,19,278,160
Helen Lee,Namibia,41,358,492
Steve Williams,Brazil,28,223,310
Nina Anderson,Denmark,71,485,265
Bob King,Australia,66,341,443
Xavier Rodriguez,China,53,381,287
Laura Prince,China,73,424,453
Nina Hall,South Africa,30,76,144
Paula Wright,Denmark,57,403,354
Steve Thompson,Denmark,70,155,402
Nina Lewis,Spain,71,189,307
Victor Walker,France,39,282,489
Fiona Moore,Puerto Rico,54,211,315
Yvonne Anderson,Netherlands,58,366,149
Zachary Jackson,Puerto Rico,64,125,151
Julia Wright,Arizona,37,21,25
Diana Costanza,India,65,262,127
Laura Gallagher,Argentina,25,121,249
Ethan Hall,Mexico,38,450,386
Alice Thomas,Belgium,62,117,489
Kevin Gallagher,Japan,79,326,32
Kevin Wright,China,33,194,408
Paula Thompson,Switzerland,21,414,436
Alice Hunt,Germany,40,20,138
George Costanza,Germany,78,238,290
Bob Young,UK,27,67,467
Charlie White,Switzerland,39,127,258
Rachel Thomas,Germany,59,190,174
Bob Wright,South Africa,36,249,63
Rachel Prince,Germany,65,103,37
Tina Rodriguez,Finland,52,142,382
Rachel Brown,South Africa,65,231,457
Xavier Harris,South Africa,71,72,326
Tina Wright,France,69,166,33
Mike White,Russia,32,206,164
Ian Moore,Switzerland,77,20,140
Fiona Wright,Japan,54,62,187
Ethan Keller,Arizona,72,483,411
Yvonne Clark,India,23,393,14
Bob Lewis,Argentina,59,139,468
Laura Brown,Belgium,42,413,175
Ursula Moore,Austria,46,343,106
Quentin Walker,Italy,39,100,455
Kevin Thomas,Switzerland,43,221,24
Mike Hunt,USA,42,253,212
Alice Hunt,France,79,17,229
Helen Moore,Brazil,66,215,424
Rachel Brown,Brazil,27,223,428
Tina Walker,Arizona,71,9,230
Wendy Lee,USA,50,460,197
Ursula Martin,UK,21,173,172
Steve King,Brazil,24,299,297
Ian Lewis,Switzerland,51,138,314
Wendy Lee,Japan,65,44,187
Tina Brown,Netherlands,72,313,358
Rachel Hunt,Belgium,38,72,484
Kevin Jackson,Ukraine,73,455,156
Yvonne Prince,Mexico,60,325,491
Alice Clark,France,71,197,13
Helen Martin,India,50,7,299
Ursula Davis,Denmark,26,467,214
Steve Costanza,Italy,47,476,460
George Keller,Denmark,41,150,166
Zachary Wright,Netherlands,84,16,138
Victor Keller,Switzerland,38,380,389
Mike Anderson,South Africa,50,418,192
Zachary Clark,China,67,155,300
Ian Martin,China,58,449,81
Ursula Clark,Belgium,30,168,500
Tina Prince,Finland,68,239,155
Ursula King,UK,78,354,424
Steve Anderson,China,72,335,356
Tina Allen,UK,70,9,343
Xavier Rodriguez,China,33,177,226
Alice Harris,UK,35,357,316
Quentin Young,Spain,34,136,468
Rachel Lewis,Arizona,24,160,244
Alice Martin,India,60,312,201
Kevin Brown,UK,18,94,432
Diana Hall,Arizona,73,471,396
Yvonne Allen,Belgium,54,408,331
Oscar Williams,Israel,68,340,15
Charlie Harris,Ukraine,66,36,73
Julia Martin,Belgium,33,171,212
Steve White,Japan,34,434,191
Charlie Martin,Canada,80,372,323
Bob Gallagher,Denmark,29,403,412
Ian Gallagher,Australia,83,472,493
Victor Thomas,India,52,197,301
Paula Clark,Norway,31,108,217
Quentin Davis,South Africa,85,12,329
Ian Anderson,Denmark,45,465,173
Victor Rodriguez,France,21,382,327
Ursula Hunt,Arizona,33,313,48
Oscar Prince,South Africa,31,55,69
Diana Gallagher,France,60,268,258
Xavier Clark,South Korea,24,299,101
Mike Walker,Spain,64,323,438
Yvonne Allen,Sweden,27,397,114
Wendy Thomas,Mexico,70,15,239
Quentin Davis,Namibia,36,320,173
Ethan Prince,Brazil,85,489,176
Fiona Hunt,Spain,43,63,488
Charlie Thomas,Netherlands,44,41,41
Laura Thomas,China,73,323,374
Bob Anderson,Namibia,45,41,405
Wendy Gallagher,UK,64,339,19
Kevin Keller,Ukraine,55,126,388
Wendy Gallagher,Namibia,51,178,431
Ursula Davis,Canada,42,275,235
Wendy Clark,Namibia,50,104,40
Bob Thompson,South Korea,26,135,494
Quentin Thompson,Belgium,51,92,227
George Williams,USA,37,27,427
Yvonne Prince,India,23,452,399
Nina Walker,Switzerland,34,385,293
Ethan Anderson,Germany,26,59,194
Fiona Clark,UK,27,398,213
Rachel Wright,France,75,124,493
Fiona Clark,China,75,453,188
Ursula Walker,France,74,252,77
Charlie Clark,UK,71,215,465
Laura Walker,Germany,58,218,186
Laura Keller,South Africa,18,26,409
Ethan Martin,India,26,211,36
Oscar Hunt,Puerto Rico,72,163,120
Victor Lee,Ukraine,49,450,108
Victor Davis,South Africa,28,429,38
Rachel Martin,Argentina,30,453,143
Yvonne Allen,Netherlands,30,260,190
Steve Gallagher,Brazil,22,479,13
Julia Hall,South Africa,34,81,464
Steve Anderson,Belgium,75,206,323
Diana Martin,Belgium,31,60,275
Laura Thompson,France,22,48,426
Bob Lewis,Spain,23,477,432
Zachary Moore,India,72,283,469
Wendy Martin,Austria,57,184,343
Zachary Moore,Italy,59,488,170
Paula Gallagher,France,40,136,36
Ursula Keller,Belgium,56,37,238
Mike Moore,India,77,77,409
Paula Gallagher,Norway,19,204,483
George White,India,31,81,396
Diana Allen,Finland,25,340,476
Alice Williams,China,38,320,442
Steve Clark,Netherlands,50,268,475
Nina Prince,Sweden,26,50,1
George Jackson,Argentina,19,233,239
Wendy Davis,Germany,27,86,30
Victor Anderson,Ukraine,45,262,244
Tina White,Denmark,44,268,337
Julia Jackson,Brazil,57,372,142
Mike Rodriguez,Italy,69,197,89
George Young,Germany,17,98,445
Oscar Keller,Austria,41,239,400
Victor White,China,20,266,36
Kevin Davis,USA,74,254,450
Rachel Keller,Sweden,70,270,95
Nina Davis,South Korea,54,204,136
Yvonne White,Finland,73,180,457
Helen Davis,Germany,21,479,70
Nina Martin,Arizona,55,435,481
Fiona Moore,Poland,72,479,37
Ian Clark,Japan,38,191,180
Ethan Lee,China,67,177,104
Zachary Lee,India,48,142,232
Ian Williams,Japan,58,283,332
Nina Martin,Argentina,52,474,296
Fiona Thompson,Spain,62,132,170
Yvonne Gallagher,Argentina,40,430,416
Xavier Hunt,South Africa,19,417,438
Ethan Costanza,France,82,377,299
Xavier Davis,Canada,36,452,497
Xavier Lewis,South Korea,40,316,226
Diana Young,Poland,20,55,25
Ethan Hall,Brazil,54,60,159
Victor Hunt,Germany,23,449,292
Julia Brown,Italy,72,424,248
Xavier Anderson,China,38,475,261
George Hunt,South Korea,63,419,50
Diana Williams,South Africa,73,16,350
Zachary Gallagher,South Korea,24,38,386
Nina Lewis,India,54,370,235
Ursula Rodriguez,Arizona,75,213,74
Tina Moore,South Africa,65,226,311
George Williams,Puerto Rico,34,61,479
Yvonne Young,India,38,38,332
Steve Allen,Canada,77,310,403
Bob Allen,Germany,67,380,263
Ursula Anderson,Austria,53,91,273
Paula Keller,Israel,62,339,227
Mike Costanza,Finland,81,437,374
Oscar Costanza,China,27,44,446
George White,South Korea,39,161,288
Mike Moore,South Africa,56,209,407
Julia Thomas,India,31,106,84
Rachel Prince,Finland,65,40,104
Nina Clark,Netherlands,44,450,121
Victor Young,Australia,20,363,150
Nina Williams,Argentina,53,198,350
Victor Thompson,Israel,20,241,69
Julia King,Argentina,21,389,367
Diana Clark,China,77,53,401
Paula Lee,UK,85,409,131
Rachel Davis,Poland,36,251,232
Wendy Prince,Japan,61,377,465
Fiona Moore,Poland,17,239,325
Xavier Costanza,South Africa,26,436,424
Helen Gallagher,France,54,30,410
Mike Keller,Spain,37,100,199
Fiona Walker,Namibia,28,329,432
Wendy Young,Puerto Rico,26,410,54
Zachary Davis,Sweden,19,244,118
Nina Harris,Russia,67,235,460
Diana Lewis,Arizona,71,403,498
Tina Thompson,Argentina,24,195,89
Mike Harris,India,28,388,139
Charlie Martin,Netherlands,68,340,354
Laura Lewis,India,21,28,228
George Gallagher,Italy,33,232,38
Victor Young,Canada,26,416,182
Diana King,Arizona,18,311,432
Mike King,Australia,74,113,56
Zachary Martin,China,42,426,130
Steve Lee,Australia,49,74,221
Paula Clark,Belgium,27,423,230
Quentin Anderson,USA,57,154,278
Laura Walker,Italy,32,9,209
Diana Hunt,Denmark,81,419,244
Helen Moore,USA,29,139,137
Tina Hall,Namibia,74,248,52
Wendy Allen,Finland,83,332,440
Tina Young,Canada,79,285,409
Diana Young,Australia,61,306,260
Helen Costanza,Japan,78,455,371
Victor Lewis,Sweden,69,257,216
Ian Gallagher,Italy,56,35,42
Xavier Hunt,Austria,24,4,301
Xavier Davis,Canada,83,365,78
Paula Moore,Poland,64,338,467
Laura Costanza,Sweden,78,220,367
Ursula Walker,Puerto Rico,45,481,411
Fiona Martin,Israel,36,224,339
Nina King,Arizona,72,109,15
Charlie Anderson,Canada,41,175,338
Ethan Moore,South Africa,46,145,20
Oscar Davis,Austria,34,393,372
Paula Harris,South Africa,49,247,271
Wendy Allen,Israel,82,223,15
Ursula Jackson,Denmark,48,497,61
Helen Davis,UK,67,206,202
Yvonne Brown,Australia,79,74,316
Julia Jackson,Italy,41,373,182
Nina Williams,Germany,25,337,134
Zachary Clark,USA,67,284,37
Alice Martin,Ukraine,62,352,1
George Walker,Austria,43,350,401
Ethan Martin,Spain,45,244,166
Bob Jackson,South Korea,42,79,489
Fiona Young,Belgium,17,499,82
Paula Rodriguez,South Africa,65,484,360
Fiona Thomas,Germany,64,462,353
Quentin Costanza,Arizona,58,305,384
Ian Allen,Norway,83,248,435
Wendy Brown,Australia,43,385,10
Paula Walker,Japan,21,384,169
Mike Thomas,France,18,212,231
Julia Prince,Finland,83,198,254
Tina Jackson,Canada,52,372,12
Ursula Rodriguez,India,50,429,51
Kevin King,Finland,18,233,170
Paula Martin,Mexico,55,296,193
Ursula Keller,Netherlands,28,156,285
Zachary Prince,Austria,55,86,435
Ian Allen,Germany,52,393,101
Mike White,South Korea,57,41,303
Charlie Allen,South Africa,22,26,328
Fiona Allen,Canada,35,219,349
Kevin Allen,South Africa,79,449,306
Tina Gallagher,Belgium,64,69,155
Helen Anderson,China,75,404,279
Victor Davis,Israel,82,347,378
Alice Rodriguez,Denmark,62,493,374
Ursula Rodriguez,Denmark,29,153,209
Tina Hunt,Italy,25,435,299
Helen Hall,Denmark,84,238,385
Laura Moore,South Africa,27,88,465
Fiona Allen,Namibia,76,220,249
Bob Hall,Mexico,50,158,475
Paula Wright,Japan,84,199,290
Julia Hall,Japan,45,459,309
Alice Anderson,France,85,27,260
Nina Hunt,Argentina,45,163,373
Wendy Jackson,China,28,145,95
